Order_ID,Carrier,Carrier_Type,Origin_Hub,Destination_Store,Vehicle_Type,Route_Distance_KM,Service_Level,Scheduled_Departure_Hub,Actual_Departure_Hub,Scheduled_Arrival_Store,Actual_Arrival_Store,Departure_Delay_Min,Arrival_Delay_Min,Late_Departure_Flag,Late_Arrival_Flag,Transit_Damage_Flag,Damage_Type,Capacity_Units,Loaded_Units,Capacity_Utilization_Pct,Idle_Time_Min,Temp_Controlled,Avg_Temp_Celsius,MM_Cost_INR
ORD-058066,Ekart,Ground,HUB-South-02,STORE-Delhi-002,Bike,974.7,Express,2024-09-08 07:59:43,2024-09-08 07:51:10,2024-09-10 17:33:47,2024-09-10 23:49:43,-8.5,384.5,0,1,0,None,483,402,83.2,1.7,1,2.1,21693.84
ORD-058067,FedEx-IN,Air,HUB-Central-05,STORE-Indore-001,Three-Wheeler,631.5,Express,2023-02-24 09:21:36,2023-02-24 09:28:03,2023-02-25 14:58:42,2023-02-25 15:26:34,6.5,21.4,0,1,0,None,246,64,26.0,21.8,1,8.0,12878.97
ORD-058068,DTDC,Ground,HUB-West-04,STORE-Chennai-001,Truck,1441.8,Standard,2024-12-21 18:13:08,2024-12-21 17:58:42,2024-12-23 09:50:06,2024-12-23 10:16:36,-14.4,40.9,0,1,0,None,492,153,31.1,14.9,0,,40141.86
ORD-058069,XpressBees,Ground,HUB-North-01,STORE-Mumbai-001,Bike,1294.0,Economy,2024-08-17 01:20:24,2024-08-17 01:13:36,2024-08-19 23:35:02,2024-08-19 23:27:18,-6.8,-1.0,0,0,1,Tampered seal,311,75,24.1,28.4,0,,23914.53
ORD-058070,Shadowfax,Bike,HUB-West-04,STORE-Delhi-002,Van,1376.1,Express,2024-03-07 13:51:48,2024-03-07 14:41:47,2024-03-09 00:09:09,2024-03-09 00:41:37,50.0,-17.5,1,0,0,None,63,13,20.6,20.1,0,,20580.35
ORD-058071,Shadowfax,Bike,HUB-Central-05,STORE-Indore-001,Three-Wheeler,1132.3,Economy,2024-08-11 03:15:11,2024-08-11 03:39:43,2024-08-12 15:58:29,2024-08-12 16:10:41,24.5,-12.3,1,0,0,None,110,104,94.5,35.1,0,,18598.68
ORD-058072,FedEx-IN,Air,HUB-Central-05,STORE-Mumbai-002,Truck,1050.1,Same-Day,2023-06-26 12:51:12,2023-06-26 12:54:18,2023-06-27 12:59:47,2023-06-27 19:48:54,3.1,406.0,0,1,0,None,478,277,57.9,3.4,0,,28639.25
ORD-058073,Shadowfax,Bike,HUB-South-02,STORE-Delhi-002,Bike,464.4,Standard,2023-07-01 07:00:57,2023-07-01 07:38:06,2023-07-02 08:29:09,2023-07-02 09:00:23,37.2,-5.9,1,0,0,None,330,226,68.5,11.2,0,,9634.5
ORD-058074,FedEx-IN,Air,HUB-West-04,STORE-Jaipur-001,Three-Wheeler,1473.1,Standard,2023-08-15 20:31:53,2023-08-16 03:35:04,2023-08-17 17:33:19,2023-08-18 00:49:31,423.2,13.0,1,0,0,None,98,23,23.5,26.4,0,,29828.89
ORD-058075,FedEx-IN,Air,HUB-South-02,STORE-Ahmedabad-001,Mini-Truck,292.9,Economy,2024-08-05 19:50:18,2024-08-05 19:50:22,2024-08-06 02:27:08,2024-08-06 02:29:21,0.1,2.1,0,0,0,None,141,120,85.1,3.8,1,6.1,6464.18
ORD-058076,Delhivery,Ground,HUB-West-04,STORE-Delhi-002,Truck,218.6,Express,2023-03-14 13:05:15,2023-03-14 13:04:52,2023-03-14 17:28:24,2023-03-14 17:37:51,-0.4,9.8,0,0,0,None,127,112,88.2,1.0,1,5.9,2698.79
ORD-058077,BlueDart,Air,HUB-East-03,STORE-Mumbai-002,Three-Wheeler,1686.0,Economy,2024-07-16 23:42:10,2024-07-17 00:01:58,2024-07-19 11:17:45,2024-07-19 11:41:39,19.8,4.1,1,0,0,None,431,36,8.4,69.5,1,7.5,24746.68
ORD-058078,FedEx-IN,Air,HUB-West-04,STORE-Mumbai-001,Truck,1363.5,Standard,2023-10-29 22:13:04,2023-10-30 00:19:34,2023-10-31 15:12:20,2023-10-31 17:28:54,126.5,10.1,1,0,0,None,421,73,17.3,10.7,0,,16388.14
ORD-058079,Delhivery,Ground,HUB-East-03,STORE-Mumbai-002,Mini-Truck,1696.7,Standard,2024-04-05 17:16:18,2024-04-05 17:13:32,2024-04-07 03:39:37,2024-04-07 03:46:07,-2.8,9.3,0,0,0,None,442,46,10.4,5.8,0,,34578.24
ORD-058080,BlueDart,Air,HUB-North-01,STORE-Ahmedabad-001,Mini-Truck,858.4,Standard,2023-12-13 14:19:41,2023-12-13 14:30:13,2023-12-14 12:28:54,2023-12-14 12:58:35,10.5,19.1,0,1,0,None,484,200,41.3,11.7,0,,12823.67
ORD-058081,DHL-IN,Air,HUB-East-03,STORE-Lucknow-001,Van,694.4,Express,2024-06-14 01:09:26,2024-06-14 01:09:54,2024-06-14 13:13:53,2024-06-14 13:22:49,0.5,8.4,0,0,0,None,53,20,37.7,9.1,0,,23215.94
ORD-058082,FedEx-IN,Air,HUB-North-01,STORE-Mumbai-001,Truck,1574.5,Standard,2024-01-07 02:14:44,2024-01-07 03:26:17,2024-01-08 10:25:48,2024-01-08 11:39:01,71.6,1.6,1,0,0,None,497,468,94.2,3.1,0,,44337.38
ORD-058083,Shadowfax,Bike,HUB-Central-05,STORE-Mumbai-002,Three-Wheeler,1297.2,Standard,2024-07-20 14:30:50,2024-07-20 14:20:58,2024-07-22 06:44:39,2024-07-22 06:59:53,-9.9,25.1,0,1,0,None,183,109,59.6,34.3,1,,43575.71
ORD-058084,DHL-IN,Air,HUB-West-04,STORE-Chennai-001,Mini-Truck,982.3,Standard,2023-10-17 10:17:24,2023-10-17 17:33:21,2023-10-18 05:58:21,2023-10-18 13:12:06,436.0,-2.2,1,0,0,None,274,149,54.4,5.4,0,,33056.44
ORD-058085,DTDC,Ground,HUB-Central-05,STORE-Delhi-002,Three-Wheeler,97.5,Economy,2023-04-05 18:59:40,2023-04-05 18:57:32,2023-04-05 22:55:59,2023-04-05 23:38:56,-2.1,45.1,0,1,0,None,323,82,25.4,0.8,0,,3032.75
ORD-058086,Ekart,Ground,HUB-South-02,STORE-Nagpur-001,Van,1105.1,Express,2023-11-19 22:04:02,2023-11-19 22:09:57,2023-11-20 19:10:09,2023-11-20 19:13:01,5.9,-3.1,0,0,0,None,131,63,48.1,41.2,0,,30096.61
ORD-058087,Delhivery,Ground,HUB-South-02,STORE-Indore-001,Bike,1646.9,Standard,2023-03-11 14:30:18,2023-03-11 14:29:09,2023-03-14 22:56:13,,-1.1,-8.5,0,0,0,None,409,347,84.8,93.7,0,,38203.86
ORD-058088,Delhivery,Ground,HUB-North-01,STORE-Delhi-002,Three-Wheeler,283.9,Standard,2023-06-24 19:50:59,2023-06-24 19:51:59,2023-06-25 05:56:57,2023-06-25 06:14:29,1.0,16.5,0,1,0,None,384,335,87.2,23.8,0,,6815.74
ORD-058089,Ekart,Ground,HUB-West-04,STORE-Delhi-002,Bike,266.5,Express,2024-07-06 00:15:59,2024-07-06 00:17:26,2024-07-06 11:26:02,2024-07-06 11:43:07,1.5,15.6,0,1,0,None,228,226,99.1,1.2,0,,5290.25
ORD-058090,Ekart,Ground,HUB-Central-05,STORE-Mumbai-001,Bike,416.8,Standard,2023-11-08 07:46:04,2023-11-08 07:33:58,2023-11-08 23:39:41,2023-11-08 23:10:13,-12.1,-17.4,0,0,0,None,229,55,24.0,6.1,0,,10375.88
ORD-058091,Shadowfax,Bike,HUB-North-01,STORE-Surat-001,Truck,688.0,Same-Day,2024-03-06 01:33:01,2024-03-06 01:45:05,2024-03-06 17:32:34,2024-03-06 18:02:49,12.1,18.2,0,1,0,None,380,220,57.9,24.9,0,,20348.45
ORD-058092,XpressBees,Ground,HUB-West-04,STORE-Indore-001,Truck,1351.4,Express,2023-12-30 15:04:29,2023-12-30 15:01:47,2023-12-31 21:47:34,2023-12-31 21:33:17,-2.7,-11.6,0,0,0,None,106,44,41.5,4.6,0,,25702.8
ORD-058093,Ekart,Ground,HUB-East-03,STORE-Kolkata-001,Bike,728.6,Standard,2024-12-01 06:00:15,2024-12-01 06:13:11,2024-12-02 14:13:56,2024-12-02 15:43:03,12.9,76.2,0,1,0,None,490,214,43.7,1.7,0,,13379.68
ORD-058094,Ekart,Ground,HUB-Central-05,STORE-Delhi-001,Bike,1708.4,Economy,2023-06-02 10:31:08,2023-06-02 10:18:55,2023-06-05 02:03:41,2023-06-05 01:40:21,-12.2,-11.1,0,0,0,None,231,10,4.3,9.1,0,,29509.01
ORD-058095,FedEx-IN,Air,HUB-East-03,STORE-Bangalore-001,Truck,858.1,Express,2024-03-07 12:04:36,2024-03-07 12:16:02,2024-03-08 10:26:29,2024-03-08 10:57:31,11.4,19.6,0,1,0,None,341,219,64.2,6.1,0,,24040.9
ORD-058096,BlueDart,Air,HUB-Central-05,STORE-Delhi-001,Bike,438.8,Standard,2024-10-21 04:09:50,2024-10-21 04:07:28,2024-10-21 21:54:16,2024-10-21 21:50:51,-2.4,-1.1,0,0,0,None,318,70,22.0,7.8,1,2.7,14404.43
ORD-058097,Shadowfax,Bike,HUB-Central-05,STORE-Kolkata-001,Bike,1447.6,Economy,2023-03-22 01:49:58,2023-03-22 01:59:30,2023-03-24 21:00:43,2023-03-24 21:49:54,9.5,39.7,0,1,0,None,103,90,87.4,31.3,0,,18800.07
ORD-058098,DTDC,Ground,HUB-South-02,STORE-Indore-001,Bike,90.9,Express,2024-09-05 06:04:49,2024-09-05 06:09:57,2024-09-05 10:46:11,2024-09-05 12:00:16,5.1,68.9,0,1,0,None,381,223,58.5,16.2,0,,2188.69
ORD-058099,Shadowfax,Bike,HUB-East-03,STORE-Bangalore-001,Three-Wheeler,637.0,Standard,2024-09-25 21:12:43,2024-09-25 21:14:02,2024-09-26 16:50:45,2024-09-26 16:42:02,1.3,-10.1,0,0,0,None,291,137,47.1,2.8,0,,17572.62
ORD-058100,XpressBees,Ground,HUB-South-02,STORE-Mumbai-001,Mini-Truck,1194.8,Express,2023-03-11 15:05:10,2023-03-11 15:13:56,2023-03-12 22:32:50,2023-03-12 23:14:33,8.8,32.9,0,1,0,None,132,121,91.7,5.8,0,,36222.77
ORD-058101,DTDC,Ground,HUB-South-02,STORE-Nagpur-001,Mini-Truck,138.6,Standard,2024-09-15 21:54:42,2024-09-15 22:10:34,2024-09-16 02:02:35,2024-09-16 02:02:08,15.9,-16.3,1,0,0,None,156,16,10.3,4.3,0,,4375.6
ORD-058102,Ekart,Ground,HUB-North-01,STORE-Chennai-001,Three-Wheeler,1382.1,Standard,2024-12-15 17:06:46,2024-12-15 17:20:29,2024-12-18 04:00:06,2024-12-18 04:26:02,13.7,12.2,0,0,0,None,495,135,27.3,9.4,0,,31470.59
ORD-058103,BlueDart,Air,HUB-East-03,STORE-Delhi-002,Truck,453.9,Express,2023-06-07 18:17:28,2023-06-07 18:34:29,2023-06-08 09:16:43,2023-06-08 09:57:22,17.0,23.6,1,1,0,None,155,25,16.1,17.0,0,,6907.03
ORD-058104,DTDC,Ground,HUB-North-01,STORE-Kolkata-001,Truck,1597.8,Express,2024-09-28 22:37:34,2024-09-28 22:26:38,2024-09-30 07:41:47,2024-09-30 08:00:35,-10.9,29.7,0,1,0,None,423,148,35.0,6.0,0,,30306.58
ORD-058105,DTDC,Ground,HUB-West-04,STORE-Chennai-001,Three-Wheeler,961.6,Standard,2024-09-19 05:07:45,2024-09-19 05:06:30,2024-09-20 13:10:59,2024-09-20 13:38:42,-1.2,29.0,0,1,0,None,317,295,93.1,36.1,1,4.1,21304.02
ORD-058106,Shadowfax,Bike,HUB-North-01,STORE-Ahmedabad-001,Truck,930.0,Express,2023-03-07 22:47:25,2023-03-07 22:47:23,2023-03-08 18:35:33,2023-03-08 18:35:47,-0.0,0.3,0,0,0,None,214,214,100.0,16.7,0,,16619.65
ORD-058107,DTDC,Ground,HUB-Central-05,STORE-Hyderabad-001,Van,403.6,Standard,2024-12-10 11:44:52,2024-12-10 11:46:05,2024-12-10 22:20:24,2024-12-10 22:31:12,1.2,9.6,0,0,0,None,165,71,43.0,5.1,0,,10872.3
ORD-058108,Ekart,Ground,HUB-North-01,STORE-Mumbai-001,Bike,1396.2,Express,2024-06-26 02:59:55,2024-06-26 02:35:52,2024-06-29 07:24:40,2024-06-29 07:06:07,-24.0,5.5,0,0,0,None,255,177,69.4,14.1,0,,43348.29
ORD-058109,Delhivery,Ground,HUB-Central-05,STORE-Jaipur-001,Bike,100.0,Standard,2023-06-14 03:15:32,2023-06-14 03:17:43,2023-06-14 09:04:57,2023-06-14 09:41:44,2.2,34.6,0,1,0,None,224,97,43.3,1.2,0,,2429.75
ORD-058110,FedEx-IN,Air,HUB-Central-05,STORE-Kolkata-001,Truck,1479.3,Express,2023-12-12 07:21:04,2023-12-12 07:09:56,2023-12-13 21:55:13,2023-12-13 21:51:57,-11.1,7.8,0,0,0,None,453,439,,23.5,0,,32790.71
ORD-058111,XpressBees,Ground,HUB-North-01,STORE-Delhi-001,Van,1012.4,Express,2023-10-03 06:39:11,2023-10-03 06:42:33,2023-10-04 01:46:19,2023-10-04 01:41:22,3.4,-8.3,0,0,0,None,170,115,67.6,10.3,0,,29457.14
ORD-058112,XpressBees,Ground,HUB-Central-05,STORE-Mumbai-001,Bike,1167.3,Express,2024-09-03 16:59:10,2024-09-03 17:04:56,2024-09-06 03:16:12,2024-09-06 03:15:49,5.8,-6.2,0,0,0,None,94,23,24.5,4.4,0,,31510.38
ORD-058113,DHL-IN,Air,HUB-East-03,STORE-Delhi-001,Mini-Truck,961.1,Express,2024-06-14 05:35:52,2024-06-14 05:27:21,2024-06-15 04:17:00,2024-06-15 04:17:26,-8.5,8.9,0,0,0,None,366,87,23.8,18.6,0,,32212.58
ORD-058114,Ekart,Ground,HUB-East-03,STORE-Jaipur-001,Three-Wheeler,926.3,Express,2024-02-17 14:12:59,2024-02-17 20:16:20,2024-02-19 10:24:15,2024-02-19 16:30:22,363.4,2.8,1,0,0,None,58,39,67.2,19.1,0,,19476.31
ORD-058115,DTDC,Ground,HUB-South-02,STORE-Mumbai-002,Mini-Truck,,Standard,2023-02-23 11:01:35,2023-02-23 11:23:16,2023-02-25 00:46:22,2023-02-25 01:24:58,21.7,16.9,1,1,0,None,172,78,45.3,24.1,0,,52277.44
ORD-058116,XpressBees,Ground,HUB-East-03,STORE-Chennai-001,Truck,923.6,Standard,2023-06-17 09:47:47,2023-06-17 09:47:38,2023-06-18 07:44:14,2023-06-18 15:58:12,-0.1,494.1,0,1,0,None,75,68,90.7,74.7,0,,31551.7
ORD-058117,FedEx-IN,Air,HUB-South-02,STORE-Mumbai-001,Bike,480.0,Economy,2023-10-01 08:11:18,2023-10-01 08:13:37,2023-10-02 04:08:16,2023-10-02 03:48:41,2.3,-21.9,0,0,0,None,455,240,52.7,6.1,0,,11915.75
ORD-058118,FedEx-IN,Air,HUB-East-03,STORE-Kolkata-001,Truck,263.8,Express,2023-07-18 22:30:04,2023-07-18 22:33:54,2023-07-19 06:24:37,2023-07-19 06:23:16,3.8,-5.2,0,0,0,None,202,11,5.4,28.5,1,2.3,6205.97
ORD-058119,BlueDart,Air,HUB-Central-05,STORE-Bangalore-001,Mini-Truck,1550.0,Express,2023-05-25 15:21:48,2023-05-25 15:20:25,2023-05-27 13:04:41,2023-05-27 22:21:34,-1.4,558.3,0,1,0,None,485,145,29.9,22.9,0,,51081.95
ORD-058120,DHL-IN,Air,HUB-South-02,STORE-Indore-001,Van,926.2,Standard,2024-09-26 05:42:14,2024-09-26 12:16:29,2024-09-27 06:44:51,2024-09-27 14:30:24,394.3,71.3,1,1,0,None,361,34,9.4,10.0,1,6.9,24814.28
ORD-058121,BlueDart,Air,HUB-East-03,STORE-Mumbai-001,Bike,251.4,Same-Day,2024-09-24 05:03:10,2024-09-24 05:16:51,2024-09-24 15:50:08,2024-09-24 16:20:45,13.7,16.9,0,1,0,None,216,122,56.5,2.9,0,,3094.92
ORD-058122,BlueDart,Air,HUB-West-04,STORE-Bangalore-001,Van,571.9,Standard,2023-11-13 13:10:32,2023-11-13 13:29:50,2023-11-14 03:00:41,2023-11-14 03:04:21,19.3,-15.6,1,0,0,None,311,264,84.9,48.0,0,,19334.3
ORD-058123,XpressBees,Ground,HUB-Central-05,STORE-Pune-001,Bike,354.3,Express,2023-10-10 02:01:16,2023-10-10 01:52:45,2023-10-10 17:55:25,2023-10-10 18:24:32,-8.5,37.6,0,1,0,None,339,236,69.6,20.0,0,,6022.52
ORD-058124,BlueDart,Air,HUB-East-03,STORE-Lucknow-001,Truck,478.9,Express,2023-05-13 19:31:31,2023-05-13 19:27:36,2023-05-14 06:50:41,2023-05-14 06:32:41,-3.9,-14.1,0,0,0,None,279,149,53.4,16.1,0,,11582.59
ORD-058125,Ekart,Ground,HUB-West-04,STORE-Indore-001,Truck,1697.8,Express,2024-05-26 23:41:49,2024-05-26 23:45:04,2024-05-28 12:51:32,2024-05-28 14:03:14,3.3,68.4,0,1,0,None,280,238,85.0,13.7,0,,32295.26
ORD-058126,XpressBees,Ground,HUB-Central-05,STORE-Chennai-001,Van,127.5,Standard,2023-12-24 02:21:36,2023-12-24 02:20:11,2023-12-24 05:10:41,2023-12-24 05:07:13,-1.4,-2.1,0,0,0,None,101,21,20.8,13.4,0,,3135.31
ORD-058127,BlueDart,Air,HUB-East-03,STORE-Ahmedabad-001,Truck,392.0,Economy,2024-05-02 14:54:03,2024-05-02 15:28:14,2024-05-03 00:23:44,2024-05-03 00:54:46,34.2,-3.2,1,0,0,None,483,84,17.4,81.9,0,,8296.0
ORD-058128,FedEx-IN,Air,HUB-North-01,STORE-Pune-001,Bike,1440.7,Economy,2023-09-27 09:39:21,2023-09-27 09:40:46,2023-09-29 15:18:33,2023-09-29 15:21:47,1.4,1.8,0,0,0,None,410,23,5.6,9.8,0,,32054.58
ORD-058129,DTDC,Ground,HUB-East-03,STORE-Nagpur-001,Van,403.4,Same-Day,2024-05-28 00:06:26,2024-05-28 00:44:47,2024-05-28 10:23:42,2024-05-28 10:55:04,38.4,-7.0,1,0,0,None,373,37,9.9,41.4,0,,8221.94
ORD-058130,BlueDart,Air,HUB-East-03,STORE-Jaipur-001,Mini-Truck,881.8,Standard,2023-02-24 08:34:54,2023-02-24 08:33:48,2023-02-25 10:33:40,2023-02-25 10:26:38,-1.1,-5.9,0,0,0,None,166,42,25.3,4.0,0,,13219.61
ORD-058131,DTDC,Ground,HUB-Central-05,STORE-Mumbai-001,Truck,1669.5,Economy,2024-09-01 11:41:05,2024-09-01 11:37:38,2024-09-03 14:18:03,2024-09-03 14:16:32,-3.4,1.9,0,0,0,None,60,57,95.0,53.5,0,,47894.55
ORD-058132,DTDC,Ground,HUB-South-02,STORE-Indore-001,Three-Wheeler,586.8,Standard,2024-08-12 23:13:36,2024-08-12 23:29:32,2024-08-14 04:19:41,2024-08-14 04:32:35,15.9,-3.0,1,0,0,None,411,186,45.3,7.5,1,3.5,17457.69
ORD-058133,Ekart,Ground,HUB-East-03,STORE-Ahmedabad-001,Van,421.8,Standard,2024-10-07 11:44:01,2024-10-07 17:38:30,2024-10-07 21:15:36,2024-10-08 03:06:56,354.5,-3.2,1,0,0,None,125,89,71.2,15.0,0,,8198.11
ORD-058134,DHL-IN,Air,HUB-East-03,STORE-Pune-001,Van,254.1,Express,2023-04-07 02:16:06,2023-04-07 03:20:17,2023-04-07 08:53:27,2023-04-07 10:13:13,64.2,15.6,1,1,0,None,56,17,30.4,64.3,0,,5800.98
ORD-058135,XpressBees,Ground,HUB-West-04,STORE-Pune-001,Van,895.6,Express,2023-07-10 14:53:55,2023-07-10 15:11:01,2023-07-11 10:46:01,2023-07-11 10:55:14,17.1,-7.9,1,0,0,None,185,137,74.1,3.3,0,,24389.89
ORD-058136,BlueDart,Air,HUB-West-04,STORE-Chennai-001,Mini-Truck,300.9,Standard,2023-07-29 22:20:51,2023-07-29 22:15:18,2023-07-30 05:56:03,2023-07-30 05:52:20,-5.5,1.8,0,0,0,None,299,61,20.4,3.1,0,,7096.6
ORD-058137,Shadowfax,Bike,HUB-Central-05,STORE-Mumbai-002,Bike,897.9,Express,2024-09-26 11:01:21,2024-09-26 11:23:39,2024-09-28 03:16:02,2024-09-28 03:54:02,22.3,15.7,1,1,0,None,186,19,10.2,9.1,1,5.8,18828.76
ORD-058138,DTDC,Ground,HUB-Central-05,STORE-Lucknow-001,Van,697.6,Standard,2023-11-04 07:15:31,2023-11-04 07:14:45,2023-11-04 23:25:03,2023-11-04 23:32:21,-0.8,8.1,0,0,0,None,173,10,5.8,2.7,0,,16039.1
ORD-058139,BlueDart,Air,HUB-South-02,STORE-Mumbai-001,Mini-Truck,1245.8,Express,2024-01-04 11:39:57,2024-01-04 12:32:59,2024-01-05 15:59:01,2024-01-05 17:22:45,53.0,30.7,1,1,0,None,338,11,3.3,5.3,0,,18932.24
ORD-058140,Ekart,Ground,HUB-East-03,STORE-Hyderabad-001,Truck,757.9,Express,2023-10-18 06:04:51,2023-10-18 05:55:52,2023-10-18 23:24:01,2023-10-18 23:14:24,-9.0,-0.6,0,0,0,None,111,12,10.8,9.6,0,,19957.44
ORD-058141,xpressbees,Ground,HUB-East-03,STORE-Surat-001,Mini-Truck,1309.5,Standard,2024-11-29 21:24:24,2024-11-29 22:21:17,2024-12-01 01:27:02,2024-12-01 02:09:51,56.9,-14.1,1,0,0,None,106,69,65.1,37.9,0,,30480.29
ORD-058142,Delhivery,Ground,HUB-East-03,STORE-Mumbai-002,Three-Wheeler,453.2,Standard,2023-12-07 21:16:12,2023-12-07 21:23:31,2023-12-08 19:10:59,2023-12-08 19:08:53,7.3,-9.4,0,0,0,None,232,134,57.8,14.9,0,,13614.41
ORD-058143,DHL-IN,Air,HUB-West-04,STORE-Chennai-001,Bike,206.5,Standard,2023-02-03 11:00:05,2023-02-03 10:50:16,2023-02-03 18:35:12,2023-02-03 18:41:25,-9.8,16.0,0,1,0,None,278,242,87.1,6.8,0,,3521.93
ORD-058144,XpressBees,Ground,HUB-Central-05,STORE-Delhi-002,Bike,1421.8,Standard,2023-02-12 15:41:53,2023-02-12 16:26:30,2023-02-15 10:49:50,2023-02-15 16:09:32,44.6,275.1,1,1,0,None,143,96,67.1,9.4,0,,33518.51
ORD-058145,DHL-IN,Air,HUB-West-04,STORE-Jaipur-001,Bike,898.6,Express,2023-11-09 03:46:21,2023-11-09 07:15:43,2023-11-10 22:08:17,2023-11-11 01:34:50,209.4,-2.8,1,0,0,None,100,46,46.0,5.8,0,,17526.1
ORD-058146,Delhivery,Ground,HUB-South-02,STORE-Delhi-001,Three-Wheeler,1187.2,Express,2024-05-14 13:56:00,2024-05-14 15:00:54,2024-05-16 18:33:59,2024-05-16 19:44:50,64.9,5.9,1,0,0,None,498,246,49.4,26.5,0,,22959.37
ORD-058147,Ekart,Ground,HUB-Central-05,STORE-Mumbai-001,Mini-Truck,1797.7,Standard,2023-04-17 13:15:35,2023-04-17 14:03:39,2023-04-19 18:06:57,2023-04-19 18:46:04,48.1,-9.0,1,0,0,None,273,201,73.6,7.1,0,,50566.39
ORD-058148,Delhivery,Ground,HUB-Central-05,STORE-Pune-001,Van,1775.0,Standard,2024-02-09 17:24:25,2024-02-09 17:23:19,2024-02-11 06:30:26,2024-02-11 15:08:01,-1.1,518.7,0,1,0,None,158,86,54.4,14.8,0,,58419.35
ORD-058149,Ekart,Ground,HUB-South-02,STORE-Nagpur-001,Three-Wheeler,631.6,Standard,2023-04-28 03:39:26,2023-04-28 05:36:37,2023-04-28 23:34:09,2023-04-29 02:08:35,117.2,37.2,1,1,0,None,409,291,71.1,6.0,0,,9069.23
ORD-058150,DHL-IN,Air,HUB-South-02,STORE-Kolkata-001,Three-Wheeler,113.2,Same-Day,2024-06-20 06:02:26,2024-06-20 06:42:47,2024-06-20 09:45:35,2024-06-20 10:56:09,40.4,30.2,1,1,0,None,52,18,34.6,22.6,0,,2534.64
ORD-058151,Delhivery,Ground,HUB-Central-05,STORE-Mumbai-001,Truck,1434.7,Economy,2024-11-23 21:58:01,2024-11-23 22:12:47,2024-11-25 12:49:38,,14.8,55.2,0,1,0,None,411,299,72.7,34.4,0,,25651.17
ORD-058152,Delhivery,Ground,HUB-Central-05,STORE-Mumbai-002,Three-Wheeler,1439.7,Standard,2024-07-10 02:21:51,2024-07-10 02:57:44,2024-07-12 07:49:24,2024-07-12 12:26:40,35.9,241.4,1,1,0,None,197,115,58.4,2.0,1,4.4,28189.16
ORD-058153,BlueDart,Air,HUB-West-04,STORE-Pune-001,Three-Wheeler,1758.9,Economy,2023-09-16 07:09:26,2023-09-16 07:39:01,2023-09-18 16:06:57,2023-09-18 16:37:10,29.6,0.6,1,0,0,None,124,113,91.1,25.4,0,,60943.83
ORD-058154,DHL-IN,Air,HUB-West-04,STORE-Pune-001,Van,820.6,Standard,2024-06-10 21:37:33,2024-06-11 03:33:47,2024-06-11 19:20:16,2024-06-12 01:26:31,356.2,10.0,1,0,0,None,463,121,26.1,4.0,0,,22221.27
ORD-058155,DHL-IN,Air,HUB-Central-05,STORE-Chennai-001,Van,366.8,Economy,2023-06-25 23:11:28,2023-06-25 22:58:10,2023-06-26 06:12:44,2023-06-26 06:50:39,-13.3,51.2,0,1,0,None,264,185,70.1,42.4,0,,11324.18
ORD-058156,DTDC,Ground,HUB-East-03,STORE-Delhi-001,Bike,1040.8,Standard,2023-01-21 02:33:42,2023-01-21 02:40:11,2023-01-23 16:40:21,2023-01-23 17:06:03,6.5,19.2,0,1,0,None,431,420,97.4,6.5,1,6.4,21513.83
ORD-058157,Ekart,Ground,HUB-North-01,STORE-Delhi-002,Truck,865.0,Standard,2023-02-17 17:49:18,2023-02-17 17:50:35,2023-02-18 18:14:34,2023-02-19 03:50:12,1.3,574.3,0,1,0,None,273,252,92.3,4.3,0,,23271.36
ORD-058158,Delhivery,Ground,HUB-North-01,STORE-Pune-001,Mini-Truck,367.8,Standard,2024-01-25 03:22:06,2024-01-25 03:25:05,2024-01-25 12:04:08,2024-01-25 11:58:04,3.0,-9.1,0,0,0,None,140,94,67.1,1.6,0,,5594.03
ORD-058159,Ekart,Ground,HUB-Central-05,STORE-Indore-001,Bike,1790.9,Express,2024-07-26 19:30:09,2024-07-26 19:23:39,2024-07-30 09:52:59,2024-07-30 09:24:33,-6.5,-21.9,0,0,0,None,355,18,5.1,66.4,1,2.2,27672.96
ORD-058160,DHL-IN,Air,HUB-South-02,STORE-Kolkata-001,Mini-Truck,80.2,Standard,2023-11-14 17:49:38,2023-11-14 17:57:13,2023-11-14 20:12:06,2023-11-14 21:48:19,7.6,88.6,0,1,0,None,495,227,45.9,6.4,0,,1740.94
ORD-058161,DHL-IN,Air,HUB-South-02,STORE-Mumbai-002,Three-Wheeler,681.5,Standard,2023-01-31 14:05:01,2023-01-31 14:30:48,2023-02-01 11:21:33,2023-02-01 11:55:52,25.8,8.5,1,0,0,None,405,111,27.4,70.4,0,,18668.03
ORD-058162,BlueDart,Air,HUB-South-02,STORE-Jaipur-001,Truck,,Express,2024-11-26 17:56:27,2024-11-26 18:01:30,2024-11-27 14:31:26,2024-11-27 15:09:56,5.1,33.4,0,1,0,None,473,142,30.0,15.8,0,,15508.23
ORD-058163,FedEx-IN,Air,HUB-South-02,STORE-Lucknow-001,Van,1306.2,Standard,2024-01-17 05:13:34,2024-01-17 05:03:10,2024-01-18 03:15:21,,-10.4,7.1,0,0,0,None,413,201,48.7,68.2,0,,36809.35
ORD-058164,DTDC,Ground,HUB-North-01,STORE-Pune-001,Bike,993.9,Economy,2023-04-01 01:15:44,2023-04-01 00:59:39,2023-04-02 19:35:22,2023-04-02 19:25:08,-16.1,5.8,0,0,0,None,423,381,90.1,1.0,0,,28662.56
