Order_ID,Order_Value_INR,Priority,Product_Category,Customer_Segment,SKU_Count
ORD-043957,199.88,Medium,Furniture,B2C,6
ORD-043958,66.37,High,Books,B2C,8
ORD-043959,228.97,High,Apparel,B2C,13
ORD-043960,238.65,Medium,Books,B2C,13
ORD-043961,730.65,Medium,Furniture,B2B,10
ORD-043962,283.89,Medium,Books,B2C,10
ORD-043963,179.95,Low,Auto Parts,B2B,9
ORD-043964,80.58,High,Books,B2C,12
ORD-043965,832.43,Medium,Electronics,B2B,1
ORD-043966,273.07,Medium,Pharma,B2C,14
ORD-043967,116.03,Medium,Auto Parts,B2C,13
ORD-043968,204.44,Low,Apparel,B2C,10
ORD-043969,902.84,Low,Pharma,B2C,3
ORD-043970,334.22,Medium,Grocery,B2C,2
ORD-043971,339.08,Medium,Auto Parts,B2C,8
ORD-043972,228.28,Medium,Apparel,B2C,7
ORD-043973,334.85,Medium,Furniture,B2B,13
ORD-043974,662.27,High,FMCG,B2C,14
ORD-043975,245.25,Low,FMCG,B2C,9
ORD-043976,161.44,Low,Pharma,B2B,1
ORD-043977,145.77,Medium,Grocery,B2C,3
ORD-043978,543.89,Medium,Pharma,B2C,12
ORD-043979,193.81,Low,Furniture,B2C,11
ORD-043980,183.91,Medium,Auto Parts,D2C,11
ORD-043981,45.58,Medium,Books,B2C,12
ORD-043982,531.8,Medium,Apparel,B2C,9
ORD-043983,228.15,High,Auto Parts,B2C,5
ORD-043984,99.82,Medium,Pharma,D2C,1
ORD-043985,200.81,Medium,Grocery,B2C,5
ORD-043986,756.31,High,Furniture,B2B,8
ORD-043987,163.26,Medium,Auto Parts,D2C,8
ORD-043988,3060.18,Medium,Apparel,B2C,13
ORD-043989,1333.72,Medium,Auto Parts,B2C,8
ORD-043990,133.63,Medium,Grocery,D2C,6
ORD-043991,164.24,Medium,Grocery,B2B,12
ORD-043992,583.55,Medium,Electronics,B2C,9
ORD-043993,80.28,Medium,Books,D2C,5
ORD-043994,1181.22,Medium,Books,B2B,3
ORD-043995,321.08,Medium,Auto Parts,B2C,6
ORD-043996,87.7,Low,Apparel,B2C,10
ORD-043997,407.07,Medium,Books,B2C,11
ORD-043998,111.7,High,Grocery,D2C,6
ORD-043999,204.32,High,FMCG,B2C,6
ORD-044000,416.9,Medium,Books,B2C,4
ORD-044001,1251.4,High,Furniture,B2B,9
ORD-044002,91.37,High,Electronics,B2C,11
ORD-044003,1117.49,High,Auto Parts,B2C,11
ORD-044004,925.24,Medium,Furniture,B2B,11
ORD-044005,137.45,Medium,Pharma,B2B,8
ORD-044006,100.86,High,Books,B2B,6
ORD-044007,91.74,Medium,Apparel,B2B,11
ORD-044008,592.53,High,Electronics,B2C,13
ORD-044009,2208.04,High,FMCG,B2C,7
ORD-044010,265.87,Medium,Pharma,B2C,3
ORD-044011,72.56,Medium,FMCG,B2B,12
ORD-044012,346.16,Medium,Books,B2C,4
ORD-044013,327.86,Medium,FMCG,B2C,3
ORD-044014,132.21,Medium,Auto Parts,B2C,13
ORD-044015,119.59,Low,Apparel,B2C,10
ORD-044016,93.38,Low,Pharma,B2C,6
ORD-044017,249.84,Medium,Auto Parts,B2B,4
ORD-044018,297.71,Medium,Books,B2C,8
ORD-044019,320.38,Medium,Grocery,B2C,1
ORD-044020,436.04,Medium,Auto Parts,D2C,3
ORD-044021,960.06,Low,Electronics,B2C,4
ORD-044022,224.01,Medium,Furniture,D2C,1
ORD-044023,138.29,Medium,Electronics,B2C,10
ORD-044024,85.93,Medium,Furniture,D2C,10
ORD-044025,176.02,Medium,Auto Parts,B2C,7
ORD-044026,166.39,High,Auto Parts,D2C,11
ORD-044027,188.96,Medium,Grocery,B2C,2
ORD-044028,474.27,Low,Electronics,B2C,1
ORD-044029,144.44,Low,Furniture,B2C,7
ORD-044030,268.41,Medium,Electronics,D2C,11
ORD-044031,154.29,High,FMCG,B2C,9
ORD-044032,100.88,Medium,Auto Parts,B2C,7
ORD-044033,65.63,High,Books,B2B,1
ORD-044034,375.05,High,Grocery,D2C,14
ORD-044035,136.03,Low,Books,D2C,4
ORD-044036,118.31,Low,Grocery,B2C,1
ORD-044037,379.81,High,Pharma,D2C,5
ORD-044038,282.27,Medium,Grocery,B2C,10
ORD-044039,78.9,Low,Books,B2C,3
ORD-044040,157.89,Medium,Apparel,B2C,3
ORD-044041,165.71,Low,Apparel,B2B,6
ORD-044042,359.23,Low,Apparel,D2C,13
ORD-044043,1380.11,Low,Pharma,B2C,14
ORD-044044,1038.47,Medium,Books,B2C,9
ORD-044045,434.59,Low,Apparel,B2B,10
ORD-044046,144.98,High,Apparel,B2C,13
ORD-044047,78.57,Low,FMCG,B2B,14
ORD-044048,210.5,Medium,Electronics,B2B,10
ORD-044049,137.83,Medium,Grocery,D2C,13
ORD-044050,136.76,Medium,Furniture,B2B,9
ORD-044051,144.6,Medium,Auto Parts,B2B,2
ORD-044052,140.12,High,Grocery,B2C,13
ORD-044053,210.12,Medium,Electronics,B2C,7
ORD-044054,253.48,Medium,Electronics,B2C,11
ORD-044055,427.29,Medium,Pharma,B2C,1
ORD-044056,94.87,High,FMCG,B2C,6
ORD-044057,422.66,Medium,Auto Parts,B2C,10
ORD-044058,644.46,Medium,Electronics,B2C,3
ORD-044059,43.46,High,Electronics,B2B,2
ORD-044060,1615.15,Medium,Grocery,B2B,4
ORD-044061,446.6,Medium,Grocery,B2B,10
ORD-044062,419.66,Low,Apparel,B2C,9
ORD-044063,327.34,Medium,Apparel,D2C,4
ORD-044064,66.18,High,Pharma,B2C,10
ORD-044065,807.82,Low,Pharma,B2B,10
ORD-044066,101.39,Medium,Electronics,B2B,10
ORD-044067,145.3,Medium,Electronics,D2C,3
ORD-044068,143.93,Low,Books,B2B,10
ORD-044069,519.94,Medium,FMCG,D2C,1
ORD-044070,76.92,Low,FMCG,B2C,9
ORD-044071,245.81,Medium,Grocery,B2C,1
ORD-044072,,Medium,Grocery,B2C,8
ORD-044073,261.77,Medium,FMCG,B2B,14
ORD-044074,362.36,Medium,Grocery,B2C,8
ORD-044075,38.26,Medium,Auto Parts,B2C,8
ORD-044076,774.74,Low,Books,B2C,6
ORD-044077,145.03,Low,Pharma,D2C,5
ORD-044078,126.42,Medium,Pharma,B2C,13
ORD-044079,353.2,Low,FMCG,B2C,14
ORD-044080,235.11,Medium,FMCG,B2C,4
ORD-044081,247.35,Medium,Books,D2C,7
ORD-044082,135.32,Low,Apparel,B2B,12
ORD-044083,299.37,High,Auto Parts,B2B,13
ORD-044084,141.58,Low,Electronics,B2B,1
ORD-044085,330.16,High,Grocery,B2B,11
ORD-044086,205.5,Medium,Furniture,B2B,14
ORD-044087,347.15,Medium,Electronics,B2C,14
ORD-044088,335.17,Low,Furniture,B2B,2
ORD-044089,108.89,Low,Books,B2C,10
ORD-044090,181.83,Low,Furniture,B2C,11
ORD-044091,206.12,Medium,Apparel,B2C,6
ORD-044092,618.25,Low,Furniture,B2B,12
ORD-044093,1026.1,High,Books,B2B,14
ORD-044094,728.4,Low,Grocery,D2C,13
ORD-044095,125.11,Low,Furniture,D2C,8
ORD-044096,160.63,Medium,Books,B2C,2
ORD-044097,81.03,Medium,Auto Parts,B2C,4
ORD-044098,289.77,Medium,Books,B2C,4
ORD-044099,817.54,Medium,Books,B2C,2
ORD-044100,1059.18,Low,Books,B2C,10
ORD-044101,230.75,Low,Electronics,B2B,6
ORD-044102,184.49,High,Grocery,B2B,8
ORD-044103,321.34,Medium,Pharma,D2C,12
ORD-044104,181.21,Medium,Furniture,B2C,12
ORD-044105,149.68,Medium,Auto Parts,B2B,12
ORD-044106,1319.2,Low,Books,D2C,7
ORD-044107,557.09,Medium,Apparel,B2B,8
ORD-044108,309.53,Medium,Furniture,B2C,7
ORD-044109,345.37,Medium,Apparel,B2C,5
ORD-044110,740.29,Medium,Furniture,B2C,10
ORD-044111,147.0,Low,Furniture,B2B,6
ORD-044112,2332.65,Medium,Grocery,B2C,14
ORD-044113,284.35,Low,Furniture,D2C,11
ORD-044114,302.2,Medium,Apparel,D2C,3
ORD-044115,106.61,High,Furniture,D2C,7
ORD-044116,341.06,Medium,FMCG,B2B,7
ORD-044117,640.17,Low,Grocery,B2B,7
ORD-044118,112.02,Medium,Books,D2C,8
ORD-044119,61.37,Medium,Electronics,D2C,5
ORD-044120,233.28,Medium,Grocery,B2C,7
ORD-044121,417.38,Medium,Auto Parts,B2C,5
ORD-044122,76.84,High,FMCG,B2C,8
ORD-044123,1046.74,Medium,Electronics,D2C,7
ORD-044124,115.73,Medium,FMCG,B2C,10
ORD-044125,924.53,High,Electronics,B2B,13
ORD-044126,188.49,Medium,Apparel,B2B,10
ORD-044127,563.86,Medium,Furniture,B2C,7
ORD-044128,368.4,Low,Electronics,B2B,5
ORD-044129,442.26,Low,Grocery,B2C,3
ORD-044130,713.72,Medium,Grocery,B2B,7
ORD-044131,333.96,Medium,Auto Parts,B2B,3
ORD-044132,87.95,Medium,Furniture,B2C,3
ORD-044133,122.19,High,Grocery,B2C,13
ORD-044134,336.19,Low,Apparel,B2C,4
ORD-044135,632.46,Medium,Electronics,D2C,13
ORD-044136,329.06,Low,Apparel,D2C,9
ORD-044137,598.66,Medium,FMCG,B2B,14
ORD-044138,345.48,Medium,Apparel,B2C,6
ORD-044139,277.33,Low,Apparel,B2B,10
ORD-044140,257.0,Low,Pharma,B2B,5
ORD-044141,294.05,Medium,Pharma,B2B,13
ORD-044142,47.48,High,Books,B2C,2
ORD-044143,85.92,Medium,Apparel,B2C,10
ORD-044144,161.74,Medium,FMCG,B2C,7
ORD-044145,97.25,Medium,Pharma,B2C,7
ORD-044146,1722.83,High,Books,B2B,4
ORD-044147,,Medium,Auto Parts,D2C,7
ORD-044148,226.55,High,Grocery,B2B,8
ORD-044149,363.37,Medium,Furniture,B2B,5
ORD-044150,281.14,Low,FMCG,B2C,14
ORD-044151,267.95,Medium,Books,B2C,8
ORD-044152,451.3,Low,FMCG,B2B,2
ORD-044153,182.67,Medium,Books,B2B,11
ORD-044154,100.83,Medium,Books,B2C,10
ORD-044155,479.8,High,Apparel,B2B,2
ORD-044156,572.65,Low,Books,B2C,3
ORD-044157,269.92,Low,Books,B2C,1
ORD-044158,180.4,Medium,Pharma,B2C,12
ORD-044159,557.44,High,FMCG,B2C,1
ORD-044160,196.53,Medium,Grocery,B2C,10
ORD-044161,274.47,Low,Grocery,B2C,14
ORD-044162,169.64,Low,Books,B2C,5
ORD-044163,692.34,Low,Furniture,B2B,5
ORD-044164,124.97,High,Electronics,B2C,13
ORD-044165,218.04,Low,Grocery,B2B,4
ORD-044166,58.39,Medium,Books,B2C,4
ORD-044167,265.26,High,Pharma,B2C,5
ORD-044168,260.44,Medium,Books,B2C,4
ORD-044169,315.68,Low,Books,B2C,4
ORD-044170,91.62,Medium,FMCG,B2C,3
ORD-044171,135.39,Medium,Electronics,B2C,2
ORD-044172,1293.31,Medium,Apparel,B2C,5
ORD-044173,251.65,Medium,Furniture,B2C,10
ORD-044174,413.85,High,Auto Parts,B2C,3
ORD-044175,597.12,Medium,Pharma,B2B,8
ORD-044176,516.12,Medium,Books,B2B,13
ORD-044177,257.62,Medium,Pharma,B2B,3
ORD-044178,18.28,High,Pharma,B2B,4
ORD-044179,267.65,Medium,Electronics,B2B,4
ORD-044180,113.05,Low,Books,B2C,12
ORD-044181,141.69,High,Grocery,B2C,5
ORD-044182,186.42,Medium,Grocery,B2B,6
ORD-044183,82.9,High,Grocery,D2C,12
ORD-044184,299.16,High,Furniture,B2C,14
ORD-044185,413.14,Medium,Pharma,B2B,14
ORD-044186,259.18,Medium,Auto Parts,D2C,1
ORD-044187,314.24,Medium,Auto Parts,B2C,14
ORD-044188,501.2,Medium,Grocery,B2B,10
ORD-044189,400.35,Low,FMCG,B2C,8
ORD-044190,164.08,Medium,Furniture,B2C,12
ORD-044191,460.82,High,Apparel,B2C,3
ORD-044192,146.51,Medium,Electronics,B2C,14
ORD-044193,155.96,Medium,Furniture,B2C,11
ORD-044194,215.79,High,Electronics,B2B,9
ORD-044195,459.5,Low,Electronics,B2B,14
ORD-044196,620.27,Low,FMCG,B2C,12
ORD-044197,322.5,Medium,Auto Parts,B2C,1
ORD-044198,269.43,Medium,Books,B2C,1
ORD-044199,111.24,Low,Furniture,B2C,11
ORD-044200,113.8,High,Auto Parts,B2C,3
ORD-044201,196.02,Medium,Apparel,B2C,4
ORD-044202,802.75,High,Auto Parts,B2C,8
ORD-044203,193.38,Medium,Books,B2C,13
ORD-044204,318.78,Medium,Books,B2B,13
ORD-044205,315.96,Medium,Electronics,B2C,10
ORD-044206,116.45,Medium,Pharma,B2C,1
ORD-044207,802.78,Medium,Pharma,B2B,2
ORD-044208,358.19,High,Furniture,B2C,11
ORD-044209,257.54,High,Furniture,B2C,6
ORD-044210,137.43,Medium,Apparel,B2C,2
ORD-044211,144.51,Medium,Auto Parts,D2C,7
ORD-044212,62.26,Low,Furniture,B2C,12
ORD-044213,49.7,Medium,Pharma,B2C,4
ORD-044214,139.77,Low,FMCG,D2C,14
ORD-044215,171.95,High,Furniture,B2C,6
ORD-044216,754.44,High,Books,D2C,8
ORD-044217,190.13,High,Books,B2C,7
ORD-044218,365.49,Medium,Grocery,B2C,13
ORD-044219,563.05,Medium,Grocery,D2C,4
ORD-044220,603.59,Medium,Grocery,B2C,10
ORD-044221,340.26,High,Grocery,B2C,13
ORD-044222,387.41,High,FMCG,B2C,12
ORD-044223,215.46,Low,FMCG,B2B,5
ORD-044224,175.72,Low,FMCG,B2C,6
ORD-044225,216.3,High,FMCG,B2C,9
ORD-044226,164.64,Medium,Auto Parts,B2C,3
ORD-044227,647.3,High,FMCG,B2C,12
ORD-044228,50.63,Medium,Books,D2C,3
ORD-044229,234.29,Medium,Grocery,B2B,1
ORD-044230,321.24,High,Auto Parts,D2C,2
ORD-044231,145.56,Medium,FMCG,B2C,11
ORD-044232,65.78,Low,Auto Parts,B2B,13
ORD-044233,120.25,Low,Furniture,B2B,13
ORD-044234,99.84,Medium,Auto Parts,B2C,9
ORD-044235,742.88,Medium,Auto Parts,B2C,6
ORD-044236,1613.98,Medium,Pharma,B2C,8
ORD-044237,340.93,Medium,Grocery,B2B,6
ORD-044238,777.47,Medium,Auto Parts,B2C,12
ORD-044239,93.45,Low,Apparel,B2C,5
ORD-044240,166.43,Low,Books,B2B,11
ORD-044241,390.84,Medium,Books,B2C,10
ORD-044242,560.25,High,FMCG,B2B,7
ORD-044243,879.47,Medium,Grocery,B2C,10
ORD-044244,396.03,High,FMCG,B2B,12
ORD-044245,289.17,Medium,Grocery,B2C,12
ORD-044246,228.94,Medium,Auto Parts,B2C,13
ORD-044247,83.25,Low,Grocery,B2C,11
ORD-044248,193.38,Medium,Grocery,B2B,9
ORD-044249,221.23,Medium,FMCG,B2B,3
ORD-044250,321.1,Medium,Pharma,B2C,3
ORD-044251,686.56,Medium,Auto Parts,B2B,14
ORD-044252,871.08,Low,Furniture,B2B,4
ORD-044253,275.12,Low,Pharma,B2C,12
ORD-044254,221.76,Medium,Electronics,B2B,9
ORD-044255,100.88,Medium,Furniture,B2B,5
ORD-044256,460.84,Medium,FMCG,B2C,10
ORD-044257,71.04,Low,Apparel,B2C,1
ORD-044258,236.39,High,Books,B2C,6
ORD-044259,81.75,High,Pharma,B2C,10
ORD-044260,136.16,Low,Apparel,B2C,5
ORD-044261,139.59,Medium,Pharma,B2C,11
ORD-044262,212.68,High,Auto Parts,B2C,5
ORD-044263,101.67,Medium,Pharma,B2C,11
ORD-044264,276.42,Medium,Furniture,B2C,7
ORD-044265,349.98,Medium,Auto Parts,D2C,6
ORD-044266,308.7,Medium,Pharma,D2C,10
ORD-044267,240.88,Medium,Pharma,B2C,11
ORD-044268,281.09,High,Apparel,B2C,7
ORD-044269,341.97,Medium,Apparel,B2C,8
ORD-044270,228.35,Low,Auto Parts,B2B,4
ORD-044271,74.23,Low,Apparel,B2C,7
ORD-044272,241.92,Low,Apparel,B2C,7
ORD-044273,332.78,Medium,Pharma,B2B,13
ORD-044274,281.35,Medium,Furniture,B2C,13
ORD-044275,58.25,Medium,Furniture,B2C,14
ORD-044276,365.38,Low,Grocery,B2C,4
ORD-044277,1318.95,Medium,Apparel,B2C,2
ORD-044278,1123.09,Medium,Auto Parts,D2C,9
ORD-044279,183.15,Medium,Furniture,D2C,9
ORD-044280,179.62,High,Auto Parts,B2C,6
ORD-044281,77.06,Medium,Books,B2C,10
ORD-044282,51.36,Medium,FMCG,D2C,6
ORD-044283,106.91,Medium,Furniture,D2C,7
ORD-044284,66.63,Low,FMCG,B2B,14
ORD-044285,,Medium,Auto Parts,B2B,11
ORD-044286,291.66,Low,Grocery,B2C,13
ORD-044287,298.77,High,Grocery,D2C,1
ORD-044288,287.84,Medium,FMCG,B2C,10
ORD-044289,122.35,Low,Apparel,D2C,11
ORD-044290,423.62,Medium,FMCG,D2C,8
ORD-044291,83.28,Low,Apparel,B2C,9
ORD-044292,174.43,Medium,Books,B2C,4
ORD-044293,360.65,Medium,FMCG,B2C,3
ORD-044294,88.38,Medium,Apparel,D2C,13
ORD-044295,397.71,Low,Electronics,B2B,10
ORD-044296,867.28,Medium,Grocery,B2C,9
ORD-044297,203.45,Medium,Furniture,B2B,5
ORD-044298,303.62,Low,Pharma,B2C,1
ORD-044299,534.5,Medium,Pharma,D2C,8
ORD-044300,532.28,Medium,Furniture,B2C,13
ORD-044301,452.11,Low,FMCG,D2C,7
ORD-044302,205.92,Medium,Pharma,D2C,12
ORD-044303,1854.94,Low,Electronics,B2B,7
ORD-044304,362.03,Medium,Pharma,B2C,4
ORD-044305,201.93,High,FMCG,D2C,8
ORD-044306,847.26,Low,Electronics,B2C,5
ORD-044307,261.94,Medium,Pharma,B2C,9
ORD-044308,225.05,High,Apparel,B2C,8
ORD-044309,73.82,Medium,Electronics,B2B,3
ORD-044310,156.71,High,Grocery,B2C,6
ORD-044311,186.55,Low,Electronics,B2B,11
ORD-044312,78.68,Medium,Furniture,B2C,12
ORD-044313,207.27,Low,Grocery,B2C,4
ORD-044314,758.93,Medium,Auto Parts,D2C,2
ORD-044315,200.64,Medium,Books,B2C,5
ORD-044316,68.88,Medium,Furniture,D2C,4
ORD-044317,686.84,Low,FMCG,B2C,1
ORD-044318,175.76,High,Furniture,B2B,7
ORD-044319,126.68,Low,Apparel,B2C,11
ORD-044320,393.9,Medium,Pharma,B2C,8
ORD-044321,202.72,Medium,Auto Parts,B2B,6
ORD-044322,269.1,Low,Grocery,B2C,3
ORD-044323,350.23,Low,Furniture,B2C,2
ORD-044324,36.05,Medium,Furniture,B2C,12
ORD-044325,336.13,Low,Books,B2B,2
ORD-044326,869.03,Medium,Apparel,B2B,6
ORD-044327,45.58,High,Pharma,D2C,7
ORD-044328,209.74,Medium,Furniture,B2B,12
ORD-044329,449.61,Medium,Electronics,B2C,7
ORD-044330,279.11,Low,Apparel,B2C,14
ORD-044331,269.89,Medium,Apparel,B2C,11
ORD-044332,192.43,Medium,Apparel,B2C,9
ORD-044333,116.24,Low,Electronics,D2C,7
ORD-044334,376.18,High,Grocery,B2C,10
ORD-044335,196.84,Medium,Grocery,B2C,10
ORD-044336,223.91,Medium,Pharma,B2B,3
ORD-044337,411.74,Low,Books,B2C,1
ORD-044338,478.29,Low,Pharma,B2B,6
ORD-044339,212.27,Medium,Pharma,D2C,8
ORD-044340,326.6,Medium,Pharma,B2C,10
ORD-044341,144.29,Medium,Pharma,B2C,4
ORD-044342,109.48,Medium,Auto Parts,D2C,6
ORD-044343,108.13,Medium,FMCG,B2B,5
ORD-044344,729.42,Low,FMCG,D2C,1
ORD-044345,51.1,Medium,Books,D2C,9
ORD-044346,511.94,Medium,Grocery,B2B,8
ORD-044347,99.67,High,FMCG,B2C,3
ORD-044348,331.62,Medium,Furniture,B2C,6
ORD-044349,444.5,Medium,Auto Parts,B2C,8
ORD-044350,101.57,Medium,Grocery,B2C,8
ORD-044351,321.02,Medium,Electronics,B2B,7
ORD-044352,191.05,Medium,Electronics,B2C,5
ORD-044353,102.73,Medium,Furniture,B2B,11
ORD-044354,237.39,High,FMCG,B2C,2
ORD-044355,578.31,Medium,Furniture,B2C,1
ORD-044356,271.95,Medium,Grocery,B2C,9
ORD-044357,170.72,Low,Books,B2C,5
ORD-044358,139.82,Medium,Apparel,B2C,5
ORD-044359,344.3,Low,Auto Parts,B2C,10
ORD-044360,268.07,Medium,Books,D2C,2
ORD-044361,95.46,Medium,Electronics,D2C,10
ORD-044362,125.3,Low,FMCG,B2C,4
ORD-044363,447.59,Medium,Furniture,B2B,2
ORD-044364,116.67,Medium,Grocery,B2C,5
ORD-044365,192.74,Medium,Pharma,B2B,10
ORD-044366,1142.42,Medium,Auto Parts,B2C,4
ORD-044367,211.34,High,Apparel,B2C,12
ORD-044368,181.9,Medium,Auto Parts,B2C,10
ORD-044369,144.41,High,Auto Parts,B2B,1
ORD-044370,347.29,Medium,Pharma,B2B,11
ORD-044371,891.86,High,Electronics,B2B,2
ORD-044372,572.35,Low,Books,D2C,12
ORD-044373,115.95,Low,Pharma,B2C,12
ORD-044374,257.48,Medium,Electronics,B2C,6
ORD-044375,325.93,Medium,FMCG,B2C,6
ORD-044376,876.58,Low,Electronics,B2B,6
ORD-044377,120.47,Medium,Electronics,B2B,13
ORD-044378,1839.41,High,Electronics,B2C,1
ORD-044379,347.72,High,Books,D2C,6
ORD-044380,214.63,High,Auto Parts,B2C,8
ORD-044381,252.03,Medium,Grocery,B2C,4
ORD-044382,306.21,Medium,Auto Parts,B2C,1
ORD-044383,494.91,Low,Pharma,B2C,7
ORD-044384,501.31,Low,Books,B2C,11
ORD-044385,473.47,Medium,Apparel,B2B,3
ORD-044386,149.47,High,Electronics,B2C,14
ORD-044387,162.45,Low,Furniture,B2C,13
ORD-044388,743.72,Low,Pharma,B2B,4
ORD-044389,278.42,Low,Grocery,B2B,7
ORD-044390,72.96,Medium,Apparel,B2C,7
ORD-044391,147.33,Medium,Pharma,B2C,10
ORD-044392,154.54,Medium,Apparel,B2C,2
ORD-044393,1049.45,Low,Auto Parts,B2C,9
ORD-044394,278.12,Low,Books,B2C,2
ORD-044395,102.79,High,Furniture,D2C,11
ORD-044396,495.54,Medium,Apparel,B2B,7
ORD-044397,132.57,High,Apparel,B2C,3
ORD-044398,234.4,Medium,Grocery,B2C,6
ORD-044399,278.02,High,Grocery,B2B,3
ORD-044400,285.21,Low,Electronics,B2C,14
ORD-044401,737.99,Medium,Pharma,B2C,14
ORD-044402,587.24,High,Furniture,B2C,3
ORD-044403,520.83,Medium,FMCG,B2B,11
ORD-044404,280.58,Medium,Auto Parts,B2B,3
ORD-044405,358.5,Medium,Pharma,B2C,1
ORD-044406,278.49,Medium,Apparel,B2C,14
ORD-044407,96.47,Medium,Apparel,B2B,10
ORD-044408,154.07,Medium,Pharma,B2C,11
ORD-044409,109.37,Low,FMCG,B2C,12
ORD-044410,144.39,Medium,Furniture,B2C,9
ORD-044411,299.92,High,Pharma,B2C,1
ORD-044412,517.12,Medium,FMCG,B2C,14
ORD-044413,435.75,Low,Pharma,B2B,4
ORD-044414,294.36,Low,Books,D2C,5
ORD-044415,813.8,Low,Grocery,B2B,14
ORD-044416,345.33,Medium,Pharma,B2C,7
ORD-044417,112.6,Medium,Grocery,B2C,9
ORD-044418,214.84,Low,FMCG,D2C,2
ORD-044419,131.3,Medium,Furniture,B2C,4
ORD-044420,355.08,Low,Grocery,B2B,11
ORD-044421,198.38,Medium,Grocery,B2B,3
ORD-044422,192.1,Medium,Auto Parts,B2C,1
ORD-044423,97.27,Medium,Auto Parts,B2B,2
ORD-044424,214.31,Low,Books,B2C,1
ORD-044425,454.31,Low,Furniture,D2C,3
ORD-044426,429.76,Low,Apparel,B2B,5
ORD-044427,518.41,Medium,FMCG,D2C,7
ORD-044428,22.55,Medium,Electronics,D2C,11
ORD-044429,185.47,High,Auto Parts,D2C,10
ORD-044430,338.74,High,Auto Parts,B2C,3
ORD-044431,145.38,Low,FMCG,B2B,14
ORD-044432,546.42,Medium,Grocery,B2B,14
ORD-044433,1666.96,High,FMCG,D2C,7
ORD-044434,91.11,High,Furniture,B2C,14
ORD-044435,402.02,High,Apparel,B2C,5
ORD-044436,786.71,High,Pharma,B2C,11
ORD-044437,80.76,Low,Electronics,B2B,11
ORD-044438,939.7,Low,Apparel,B2C,6
ORD-044439,247.58,Low,Electronics,D2C,13
ORD-044440,224.41,Low,Furniture,B2B,9
ORD-044441,363.87,Medium,Pharma,B2C,11
ORD-044442,159.36,Medium,Electronics,B2B,7
ORD-044443,1029.31,Low,FMCG,B2C,12
ORD-044444,121.47,Medium,Auto Parts,D2C,13
ORD-044445,1403.82,High,Furniture,B2C,14
ORD-044446,231.18,Medium,Pharma,B2B,13
ORD-044447,179.38,Low,Pharma,D2C,12
ORD-044448,898.18,Medium,Furniture,B2C,13
ORD-044449,129.76,Medium,Electronics,B2C,12
ORD-044450,445.13,Medium,Books,B2C,1
ORD-044451,499.4,Medium,Pharma,D2C,4
ORD-044452,388.37,Medium,FMCG,B2C,5
ORD-044453,947.42,Medium,FMCG,B2C,12
ORD-044454,292.77,Medium,Furniture,D2C,1
ORD-044455,826.09,High,Grocery,D2C,9
ORD-044456,254.0,Medium,Apparel,B2C,10
ORD-044457,164.19,Medium,Grocery,B2C,13
ORD-044458,151.68,Medium,Books,B2C,8
ORD-044459,587.32,Medium,Grocery,D2C,9
ORD-044460,1098.5,Medium,Grocery,B2C,9
ORD-044461,516.84,Medium,Electronics,B2B,14
ORD-044462,291.82,Low,Apparel,B2B,12
ORD-044463,187.85,Low,Apparel,B2B,3
ORD-044464,883.58,Medium,Pharma,D2C,11
ORD-044465,172.51,High,Electronics,B2B,7
ORD-044466,215.16,High,Grocery,B2C,10
ORD-044467,95.57,Medium,Books,B2B,1
ORD-044468,186.46,Medium,Auto Parts,B2B,13
ORD-044469,36.99,Low,Books,B2B,13
ORD-044470,256.81,Medium,Apparel,B2C,10
ORD-044471,119.76,High,Grocery,D2C,3
ORD-044472,381.62,Medium,Pharma,D2C,5
ORD-044473,929.39,Medium,Pharma,B2C,7
ORD-044474,201.31,Medium,Furniture,B2C,13
ORD-044475,35.85,Low,FMCG,B2C,5
ORD-044476,640.4,High,Auto Parts,B2C,11
ORD-044477,529.74,High,Grocery,B2B,8
ORD-044478,267.93,High,FMCG,B2C,14
ORD-044479,185.21,Medium,Books,B2B,6
ORD-044480,546.53,Low,Auto Parts,B2B,4
ORD-044481,94.27,Medium,FMCG,B2B,1
ORD-044482,390.67,Low,Auto Parts,B2B,11
ORD-044483,1253.94,Low,Books,D2C,11
ORD-044484,147.06,High,Pharma,D2C,5
ORD-044485,324.6,Medium,Furniture,B2C,4
ORD-044486,96.88,Low,Auto Parts,B2C,14
ORD-044487,580.5,Medium,FMCG,B2C,3
ORD-044488,152.89,Medium,Grocery,B2B,2
ORD-044489,775.85,High,Grocery,B2B,8
ORD-044490,1009.48,High,Books,B2C,7
ORD-044491,805.71,Medium,Books,B2C,5
ORD-044492,572.99,Medium,Furniture,B2B,5
ORD-044493,285.14,Medium,Grocery,B2B,10
ORD-044494,147.3,Low,Pharma,B2C,12
ORD-044495,564.68,Low,FMCG,B2C,5
ORD-044496,209.96,Medium,Furniture,B2B,2
ORD-044497,453.65,Medium,Pharma,B2C,14
ORD-044498,62.5,Medium,Apparel,B2C,2
ORD-044499,199.61,High,Apparel,B2B,4
ORD-044500,249.43,Medium,Electronics,B2B,9
ORD-044501,267.74,Low,Apparel,B2C,14
ORD-044502,1633.06,Medium,Auto Parts,D2C,5
ORD-044503,101.76,Low,Pharma,D2C,8
ORD-044504,191.03,Medium,Apparel,B2C,12
ORD-044505,273.45,Medium,FMCG,B2C,2
